"level"	"0.1"	"0.2"	"0.3"	"0.4"	"0.5"	"0.6"	"0.7"	"0.8"	"0.9"
"1"	"X10001"	0.737319710992764	0.595061979795329	0.498080584785131	0.417041194185603	0.347295728923213	0.288203687839818	0.236711484048383	0.187136338218027	0.135912846526382
"2"	"X10002"	0.776351032276675	0.657976051098038	0.568752861063279	0.499137797389708	0.436337257813836	0.376260075493689	0.317535312536858	0.255233726073069	0.188764479052991
"3"	"X10003"	0.807610542846479	0.698699995416815	0.618182179696144	0.552318206654809	0.48922568809678	0.428078088133546	0.366024058361015	0.297262491712012	0.217246284622217
"4"	"X10004"	0.767293728950116	0.642153255500696	0.552144647389368	0.481633016528824	0.416611942554753	0.356968567718073	0.300964540459971	0.241021009662211	0.169121533911631
"5"	"X10005"	0.741642601382443	0.617068344902661	0.531126939683398	0.46027898980979	0.40094349700226	0.347535769290825	0.294135664210122	0.23872757244934	0.175138887666473
"6"	"X10006"	0.841443674480981	0.715419479006113	0.6141782833128	0.526598602808011	0.449148519078562	0.375591198102603	0.302553037484918	0.226258611758634	0.133391887318824
"7"	"X10007"	0.825833168600877	0.693233961484305	0.592084560256506	0.507037686349994	0.431688990628392	0.36330543976313	0.294103825116186	0.221330297937968	0.133682827564613
"8"	"X10008"	0.862096381969755	0.735284065132472	0.631920354844547	0.539800659187257	0.45839724092214	0.380366534005688	0.30140200425569	0.220662000417773	0.127493187694889
"9"	"X10009"	0.915462417791071	0.824662821580583	0.74841840672387	0.678962757835521	0.61580940881023	0.552198328730418	0.484261246663841	0.40586643858964	0.303131021299329
"10"	"X10101"	0.934886075666351	0.858766786773225	0.791059056664797	0.73206959050912	0.675300045753577	0.617134181955296	0.556913025472604	0.488252074751406	0.3980547599316
"11"	"X10201"	0.925440781095252	0.83737168269407	0.760032853560355	0.687052379624156	0.620476424220531	0.552258848424649	0.478434374413296	0.393533396588587	0.286059733805638
"12"	"X10301"	0.734408581971872	0.583738165358045	0.486576280737121	0.413447517883531	0.353527788966812	0.302877204754871	0.253669724706559	0.204722510336263	0.150621191027815
"13"	"X10302"	0.700512878603107	0.611561601377075	0.541269773277387	0.484527767504726	0.438772930007706	0.399686114799109	0.359174550685329	0.315432689180747	0.260474863935929
"14"	"X10303"	0.753615919110423	0.601842413350347	0.503679404090345	0.426257671094316	0.361469926928348	0.306615505410116	0.248879586809212	0.194956653918948	0.134522564925572
"15"	"X10304"	0.703320569451903	0.618821590706503	0.558776305139294	0.510498014850732	0.471221809608339	0.433285460892526	0.395339060729928	0.354474430222845	0.303903199978436
"16"	"X10311"	0.853716790784662	0.70499541892186	0.589546878711418	0.497927515444159	0.424653885092209	0.355442471266413	0.292244692881238	0.227169905073326	0.150728043401159
"17"	"X10312"	0.854028614093919	0.706334642592284	0.597835964316201	0.514267090137707	0.441269397870204	0.378320879821181	0.316793528574077	0.25285465361171	0.179260621477442
"18"	"X10313"	0.852493065081893	0.708731762867741	0.605829186156613	0.521946649541495	0.450028786157836	0.385305120655238	0.325295442045385	0.261242846666782	0.186920445666509
"19"	"X10314"	0.784908191984011	0.653513443664665	0.555413848610911	0.475784441121021	0.40471976946604	0.342044348297145	0.279915159587186	0.2218112906696	0.156760946113479
"20"	"X10319"	0.939035917352374	0.838277681190041	0.740632680731338	0.64907839511955	0.56463134242379	0.483833802176849	0.405908238740216	0.324387155233868	0.229909235817573
"21"	"X10321"	0.687708886091338	0.5999415934774	0.53770735150968	0.489510745272846	0.445897232998601	0.402929823134251	0.362874236948547	0.320123732598602	0.26178715151134
"22"	"X10401"	0.929371127938899	0.850863310092727	0.782767247603664	0.724635927549177	0.668762024649755	0.613577834244927	0.555724790543237	0.487716164400913	0.397470306984992
"23"	"X10402"	0.92013109137559	0.839750947464388	0.772286939217965	0.713297190974904	0.656930343844262	0.60107818520944	0.542472253302038	0.477712009796686	0.390383188238381
"24"	"X10501"	0.928662114959515	0.863633325858169	0.806651326972656	0.752503995562098	0.700105316185352	0.645939287631451	0.588718162996112	0.514917373452249	0.408696524787386
"25"	"X10502"	0.935612361322241	0.872636846176607	0.817488833634646	0.764959489939872	0.712329887035156	0.658322612631808	0.599242278946996	0.529874822713924	0.431708461473696
"26"	"X10511"	0.898314240413505	0.80794471945115	0.731818804444322	0.661966213467259	0.594136048113937	0.523473265822869	0.44476956223428	0.353164732460194	0.231540451898075
"27"	"X10521"	0.943432283710499	0.891309510088654	0.844751322296547	0.798213848124508	0.749333160397989	0.698244744905954	0.644478439401971	0.582199713818685	0.491799964214922
"28"	"X10601"	0.778368871492602	0.563836777705719	0.406137591714384	0.290001644869319	0.200867717341326	0.133729219399065	0.0821717790814148	0.0425551544060644	0.0145385836197895
"29"	"X10701"	0.868747129347837	0.750217559562167	0.650283552007078	0.561086916820071	0.481467028678114	0.404119854074081	0.32704474586787	0.245516949221762	0.148540233052223
"30"	"X10703"	0.943418317546973	0.889515080212803	0.843453978772457	0.798601822769478	0.752145312651426	0.703069273162742	0.644954414551482	0.573293595427251	0.47160292535757
"31"	"X10801"	0.903753678849635	0.766280864373141	0.6493221808189	0.542595104963693	0.446340330285845	0.359773338490104	0.279629083868603	0.20020372654625	0.116780134993989
"32"	"X10901"	0.702933618704206	0.597121870758556	0.525112303102988	0.470087882187183	0.422406323322161	0.377889902132032	0.334669201713444	0.286781209701179	0.225856564667298
"33"	"X10902"	0.692509320443736	0.59153998810922	0.52368330885063	0.471287917418821	0.430425194121894	0.389388936755138	0.350525490341268	0.308717402590364	0.252545889399592
