"kbe"	"kbj"	"kbo"	"kbt"	"kby"	"kcd"	"kci"	"kcn"	"kcs"	"kcx"	"average"	"median"
"X10001"	15.3333333333333	0.777777777777778	13	5.77777777777778	12.1111111111111	9.33333333333333	47.4444444444444	10.2222222222222	4.66666666666667	37.3333333333333	16	11
"X10002"	19	1.77777777777778	12.7777777777778	29.2222222222222	19.1111111111111	12.4444444444444	55.3333333333333	17.6666666666667	10.3333333333333	31.8888888888889	21	18
"X10003"	18.2222222222222	5.11111111111111	13	20.3333333333333	22.4444444444444	13.6666666666667	57.7777777777778	24.8888888888889	12.1111111111111	25.3333333333333	21	19
"X10004"	19.3333333333333	1.77777777777778	14.6666666666667	12.8888888888889	19.8888888888889	14.3333333333333	66	21.4444444444444	8.77777777777778	27.6666666666667	21	17
"X10005"	18.8888888888889	1.44444444444444	14.2222222222222	21	19.2222222222222	12.8888888888889	65.8888888888889	20.4444444444444	7	27.7777777777778	21	19
"X10006"	20.4444444444444	9.55555555555556	20	7.33333333333333	18.4444444444444	16.6666666666667	22.4444444444444	20.2222222222222	16.5555555555556	21.5555555555556	17	19
"X10007"	18.3333333333333	8.33333333333333	15.5555555555556	8	14.4444444444444	11	17.5555555555556	16.6666666666667	10.5555555555556	22.4444444444444	14	15
"X10008"	21.5555555555556	7.44444444444444	12.2222222222222	9.77777777777778	19.5555555555556	16.3333333333333	22.6666666666667	24.6666666666667	14.1111111111111	16.7777777777778	17	17
"X10009"	28.7777777777778	11.4444444444444	21.1111111111111	13.4444444444444	14.8888888888889	21.6666666666667	19.5555555555556	28.7777777777778	15.6666666666667	19.6666666666667	20	20
"X10101"	36.3333333333333	34	42.1111111111111	29.2222222222222	36.2222222222222	49	26.6666666666667	46.8888888888889	41.5555555555556	30.8888888888889	37	36
"X10201"	32.3333333333333	39.3333333333333	26.4444444444444	17.8888888888889	26.6666666666667	48.7777777777778	27.5555555555556	40.6666666666667	31.3333333333333	33.4444444444444	32	32
"X10301"	17.8888888888889	0.888888888888889	7.22222222222222	15.3333333333333	12.4444444444444	7.88888888888889	58.4444444444444	7.44444444444444	6.66666666666667	31.7777777777778	17	10
"X10302"	19.4444444444444	0.333333333333333	4.44444444444444	4.77777777777778	36.5555555555556	1.66666666666667	52	6.33333333333333	0	36.2222222222222	16	6
"X10303"	10.1111111111111	0.111111111111111	0.111111111111111	0	0	3.22222222222222	7.55555555555556	6.55555555555556	0.333333333333333	11.3333333333333	4	2
"X10304"	23.3333333333333	0.555555555555556	8.11111111111111	3.11111111111111	106.555555555556	5.11111111111111	55.4444444444444	20.4444444444444	3	56.5555555555556	28	14
"X10311"	16.2222222222222	3.55555555555556	15.6666666666667	8.88888888888889	18	15.6666666666667	15.1111111111111	15.1111111111111	22.2222222222222	11.4444444444444	14	15
