"kbe"	"kbj"	"kbo"	"kbt"	"kby"	"kcd"	"kci"	"kcn"	"kcs"	"kcx"	"average"	"median"
"X10001"	16.3333333333333	3.66666666666667	10.2222222222222	7.11111111111111	21.8888888888889	2.77777777777778	8.22222222222222	12	8.77777777777778	9.44444444444444	10	9
"X10002"	21.2222222222222	6.22222222222222	14.3333333333333	9.33333333333333	32.8888888888889	9.22222222222222	12	8.11111111111111	10.2222222222222	12.4444444444444	14	11
"X10003"	21.7777777777778	6.22222222222222	15	8.33333333333333	28.7777777777778	10.7777777777778	12.2222222222222	9.11111111111111	9.33333333333333	15	14	12
"X10004"	20.3333333333333	4.55555555555556	13.3333333333333	5.88888888888889	23	10.4444444444444	10	10.4444444444444	9.77777777777778	13.2222222222222	12	10
"X10005"	14.6666666666667	3.33333333333333	11.5555555555556	4.88888888888889	18.4444444444444	4.55555555555556	6.55555555555556	9.88888888888889	8.11111111111111	10.1111111111111	9	9
"X10006"	30.3333333333333	7.22222222222222	12.7777777777778	5.33333333333333	18.8888888888889	9.77777777777778	14.4444444444444	12.5555555555556	6.88888888888889	12.2222222222222	13	12
"X10007"	29.2222222222222	4.44444444444444	10.2222222222222	5.11111111111111	11.2222222222222	7	8	10.4444444444444	4.11111111111111	10	10	9
"X10008"	22.7777777777778	6.44444444444444	17.1111111111111	5.11111111111111	15.3333333333333	16	20.1111111111111	10.4444444444444	10.4444444444444	14.1111111111111	14	15
"X10009"	28	6.44444444444444	5.77777777777778	4.22222222222222	7.22222222222222	6.77777777777778	8.11111111111111	11.4444444444444	4.77777777777778	8.11111111111111	9	7
"X10101"	13	6.55555555555556	15.5555555555556	11.2222222222222	12	13	17.2222222222222	13.4444444444444	9.44444444444444	12.8888888888889	12	13
"X10201"	27.6666666666667	16.1111111111111	13.6666666666667	4.55555555555556	13.2222222222222	14.8888888888889	16.1111111111111	25	10.8888888888889	20.1111111111111	16	16
"X10301"	8.33333333333333	5.22222222222222	7.22222222222222	7	6.11111111111111	0.888888888888889	8.66666666666667	9.44444444444444	8.11111111111111	11.3333333333333	7	8
"X10302"	1.55555555555556	4.33333333333333	3.55555555555556	3.77777777777778	6.55555555555556	2	9.33333333333333	9.44444444444444	7.33333333333333	8.66666666666667	6	5
"X10303"	5.55555555555556	5.55555555555556	7.33333333333333	5.77777777777778	19.7777777777778	2.77777777777778	15.8888888888889	18.6666666666667	10.1111111111111	24.3333333333333	12	9
"X10304"	0.888888888888889	0.222222222222222	0	3.22222222222222	4.55555555555556	0	0	1.55555555555556	0	0.222222222222222	1	0
"X10311"	19.1111111111111	6.55555555555556	10.5555555555556	8.33333333333333	12.4444444444444	8	15.6666666666667	10.4444444444444	9.88888888888889	18.4444444444444	12	10
"X10312"	4.77777777777778	2.22222222222222	4.66666666666667	1.77777777777778	8.22222222222222	0.111111111111111	6	7.77777777777778	3.66666666666667	8	5	5
"X10313"	2.55555555555556	3.44444444444444	3.77777777777778	0.222222222222222	8.66666666666667	0	4	4.33333333333333	1.33333333333333	8.11111111111111	4	4
"X10314"	0	2.11111111111111	3.77777777777778	0.555555555555556	9.44444444444444	0	2.33333333333333	4.88888888888889	2.33333333333333	3.33333333333333	3	2
"X10319"	12.1111111111111	43.6666666666667	28.6666666666667	13	52.6666666666667	33.5555555555556	26.7777777777778	21.3333333333333	13.8888888888889	32.2222222222222	28	28
"X10321"	1.55555555555556	5.88888888888889	0	4.88888888888889	5.44444444444444	0.777777777777778	1	6.88888888888889	4.33333333333333	1.22222222222222	3	3
"X10401"	22	9.44444444444444	19.2222222222222	15.5555555555556	16	18	20.6666666666667	17	13.4444444444444	21.1111111111111	17	18
"X10402"	19	13.5555555555556	15.3333333333333	12.8888888888889	14.3333333333333	14.7777777777778	18	15	10.7777777777778	17.2222222222222	15	15
"X10501"	26	11.2222222222222	20	16.3333333333333	21.4444444444444	20.5555555555556	15.6666666666667	14.8888888888889	14.2222222222222	20.5555555555556	18	18
"X10502"	22.1111111111111	7	15.2222222222222	13.5555555555556	16.8888888888889	11.7777777777778	10.7777777777778	16.6666666666667	10.6666666666667	16.8888888888889	14	14
"X10511"	30.1111111111111	15.8888888888889	20.3333333333333	18.2222222222222	26.7777777777778	28.6666666666667	17.6666666666667	24	16	25.5555555555556	22	22
"X10521"	26.6666666666667	18.2222222222222	21.2222222222222	15.2222222222222	24.5555555555556	22.5555555555556	19.6666666666667	44.5555555555556	17.2222222222222	24.3333333333333	23	22
"X10601"	29.1111111111111	14.4444444444444	8	14.5555555555556	22	29.1111111111111	11.8888888888889	13.1111111111111	3.44444444444444	20.4444444444444	17	14
"X10701"	27.7777777777778	15.4444444444444	19.5555555555556	14	21.5555555555556	20.6666666666667	18.8888888888889	18	12	23	19	19
"X10702"	37.6666666666667	5.55555555555556	14.4444444444444	9.22222222222222	11.2222222222222	13	13.4444444444444	11.5555555555556	7.88888888888889	16	14	12
"X10703"	41.2222222222222	12	19.7777777777778	17.7777777777778	19.4444444444444	20.4444444444444	16.5555555555556	19.7777777777778	13.3333333333333	24	20	20
"X10801"	33.4444444444444	16.1111111111111	18.4444444444444	10.7777777777778	28	22.1111111111111	18.6666666666667	15.5555555555556	15.5555555555556	20.5555555555556	20	19
"X10901"	2.44444444444444	3.44444444444444	0.111111111111111	1.11111111111111	2.11111111111111	0	3.22222222222222	7.44444444444444	3.11111111111111	5.33333333333333	3	3
"X10902"	1.11111111111111	1.11111111111111	0.444444444444444	1.77777777777778	2.55555555555556	0	2.11111111111111	4.33333333333333	2.55555555555556	8.66666666666667	2	2
"X10903"	2.11111111111111	3.11111111111111	1.55555555555556	4	3.33333333333333	0.333333333333333	1.66666666666667	8.55555555555556	5.55555555555556	10	4	3
"X10904"	3	0.333333333333333	2	4.11111111111111	4.33333333333333	0.111111111111111	0.111111111111111	6	4.44444444444444	3.77777777777778	3	3
"X10911"	11.2222222222222	7	5.33333333333333	3.11111111111111	5.66666666666667	4	6.77777777777778	5.22222222222222	1.66666666666667	8.77777777777778	6	6
"X11001"	18.8888888888889	12.1111111111111	14.6666666666667	7	17.3333333333333	15.2222222222222	20	12.6666666666667	13.7777777777778	13	14	14
"X11101"	32.2222222222222	9.55555555555556	12.8888888888889	7	14.5555555555556	15.3333333333333	12.8888888888889	12.3333333333333	10.3333333333333	14.7777777777778	14	13
"X11201"	25.8888888888889	17.1111111111111	16.7777777777778	8	28.5555555555556	17.2222222222222	15.3333333333333	13.6666666666667	14.5555555555556	14.7777777777778	17	16
