"kbe"	"kbj"	"kbo"	"kbt"	"kby"	"kcd"	"kci"	"kcn"	"kcs"	"kcx"	"average"	"median"
"X10001"	20.1111111111111	1	8.11111111111111	7.11111111111111	9.88888888888889	8.11111111111111	109.444444444444	9.66666666666667	7.44444444444444	72.5555555555556	25	9
"X10002"	17.6666666666667	3.55555555555556	11.2222222222222	85.6666666666667	21	14.8888888888889	101.444444444444	20	11.2222222222222	64.4444444444444	35	19
"X10003"	19.2222222222222	6.77777777777778	13.1111111111111	57.6666666666667	29.8888888888889	17.5555555555556	85	36.6666666666667	11.1111111111111	41.4444444444444	32	25
"X10004"	17.6666666666667	4.55555555555556	13.1111111111111	40.8888888888889	20.3333333333333	16.5555555555556	127.777777777778	38	9.33333333333333	58.3333333333333	35	19
"X10005"	17.5555555555556	3.22222222222222	11.2222222222222	57.3333333333333	18	11.2222222222222	132.555555555556	48.3333333333333	6.55555555555556	57.3333333333333	36	18
"X10006"	16.4444444444444	11.5555555555556	14.4444444444444	7.77777777777778	17.4444444444444	13.6666666666667	17.2222222222222	21.6666666666667	15.6666666666667	13.1111111111111	15	15
"X10007"	13.2222222222222	9.22222222222222	10.8888888888889	8.66666666666667	12.7777777777778	9.33333333333333	11.4444444444444	18.7777777777778	10.6666666666667	16.2222222222222	12	11
"X10008"	17.1111111111111	11.1111111111111	11	12.8888888888889	19.8888888888889	25.6666666666667	21.6666666666667	25.6666666666667	16	15.4444444444444	18	17
"X10009"	14.1111111111111	7.88888888888889	12.8888888888889	10.3333333333333	10	13.8888888888889	12.1111111111111	18.4444444444444	11.2222222222222	11.3333333333333	12	12
"X10101"	23	20.5555555555556	36	25.2222222222222	28.3333333333333	36.4444444444444	20.6666666666667	33.5555555555556	29.3333333333333	20.1111111111111	27	27
"X10201"	22.2222222222222	19.7777777777778	19.7777777777778	16.7777777777778	24.4444444444444	31.8888888888889	18.1111111111111	27.5555555555556	24.3333333333333	24	23	23
"X10301"	12.7777777777778	0.777777777777778	6.77777777777778	34.5555555555556	15.1111111111111	8.66666666666667	112	12	7.88888888888889	66.7777777777778	28	12
