"kbe"	"kbj"	"kbo"	"kbt"	"kby"	"kcd"	"kci"	"kcn"	"kcs"	"kcx"	"average"	"median"
"X10001"	21.3333333333333	0.888888888888889	13.2222222222222	6.44444444444444	12.4444444444444	9.55555555555556	133.555555555556	10.8888888888889	5.77777777777778	91.5555555555556	31	12
"X10002"	18.6666666666667	2.33333333333333	12.7777777777778	60.5555555555556	19.6666666666667	12.6666666666667	111	18.3333333333333	10.8888888888889	50.4444444444444	32	18
"X10003"	18.4444444444444	5.66666666666667	13	36.2222222222222	23.4444444444444	14.5555555555556	103.888888888889	31.5555555555556	13.2222222222222	34.4444444444444	29	21
"X10004"	18.5555555555556	2.55555555555556	14.6666666666667	21.4444444444444	20.2222222222222	14.6666666666667	124.888888888889	25.6666666666667	9.66666666666667	44.4444444444444	30	19
"X10005"	18.6666666666667	1.77777777777778	14.2222222222222	36.4444444444444	19.2222222222222	13	126.111111111111	27.8888888888889	7.44444444444444	45	31	19
"X10006"	20.7777777777778	10.3333333333333	20.1111111111111	7.55555555555556	18.5555555555556	16.8888888888889	22.7777777777778	20.5555555555556	16.7777777777778	20.3333333333333	17	19
"X10007"	18.7777777777778	9.33333333333333	15.6666666666667	8.11111111111111	14.4444444444444	11.3333333333333	18.1111111111111	17.2222222222222	11.1111111111111	20.5555555555556	14	15
"X10008"	21.5555555555556	7.44444444444444	12.2222222222222	9.77777777777778	19.5555555555556	16.3333333333333	22.6666666666667	24.6666666666667	14.1111111111111	16.7777777777778	17	17
"X10009"	28.7777777777778	11.4444444444444	21.1111111111111	13.4444444444444	14.8888888888889	21.6666666666667	19.5555555555556	28.7777777777778	15.6666666666667	19.6666666666667	20	20
"X10101"	36.3333333333333	34	42.1111111111111	29.2222222222222	36.2222222222222	49	26.6666666666667	46.8888888888889	41.5555555555556	30.8888888888889	37	36
"X10201"	32.3333333333333	39.3333333333333	26.4444444444444	17.8888888888889	26.6666666666667	48.7777777777778	27.5555555555556	40.6666666666667	31.3333333333333	33.4444444444444	32	32
"X10301"	17.1111111111111	0.888888888888889	7.22222222222222	28.2222222222222	12.8888888888889	8	119.555555555556	7.77777777777778	6.66666666666667	52.3333333333333	26	10
"X10302"	38.5555555555556	0.333333333333333	3.44444444444444	5	58	1.66666666666667	112.888888888889	6.33333333333333	0	76.2222222222222	30	6
"X10303"	10.1111111111111	0.111111111111111	0.111111111111111	0	0	3.66666666666667	7.55555555555556	8.11111111111111	0.222222222222222	12.7777777777778	4	2
"X10304"	32.7777777777778	1.22222222222222	8.44444444444444	4.88888888888889	179.777777777778	5.11111111111111	101.888888888889	31.6666666666667	1.44444444444444	102.222222222222	47	20
"X10311"	16.3333333333333	3.88888888888889	15.7777777777778	8.88888888888889	21.7777777777778	16.1111111111111	16.8888888888889	16	22.2222222222222	11.4444444444444	15	16
"X10312"	4.88888888888889	2.11111111111111	6.11111111111111	2.33333333333333	11.1111111111111	5	7.22222222222222	5.77777777777778	5.22222222222222	6.33333333333333	6	6
"X10313"	3.88888888888889	2	2.66666666666667	0.333333333333333	8.33333333333333	2.55555555555556	5.88888888888889	3.22222222222222	4	2.55555555555556	4	3
"X10314"	0.444444444444444	3.33333333333333	4.66666666666667	0	8.11111111111111	0.444444444444444	50.6666666666667	1.55555555555556	2.66666666666667	4.11111111111111	8	3
"X10319"	51.2222222222222	25.4444444444444	37	19.1111111111111	37.3333333333333	54.8888888888889	23.5555555555556	30.7777777777778	30.7777777777778	30.4444444444444	34	31
"X10321"	9.66666666666667	1.88888888888889	2.77777777777778	37	53.8888888888889	2.11111111111111	62.5555555555556	48.1111111111111	1	35.7777777777778	25	23
"X10401"	29.3333333333333	23	23.1111111111111	24.2222222222222	26.6666666666667	45.3333333333333	23.2222222222222	39	22.6666666666667	25.5555555555556	28	25
"X10402"	33.8888888888889	31.5555555555556	31.7777777777778	30.4444444444444	31.5555555555556	41.1111111111111	24.7777777777778	46.8888888888889	35	23.8888888888889	33	32
"X10501"	35.6666666666667	37.4444444444444	36.7777777777778	28.4444444444444	44.1111111111111	49.8888888888889	28.2222222222222	38	33.5555555555556	41.7777777777778	37	37
"X10502"	42.7777777777778	50.3333333333333	47.5555555555556	43.8888888888889	48.4444444444444	62.4444444444444	42.8888888888889	46.1111111111111	44.7777777777778	56	49	47
"X10511"	31.6666666666667	17.3333333333333	32	27	36.6666666666667	44.3333333333333	17.8888888888889	34.2222222222222	28.1111111111111	32.1111111111111	30	32
"X10521"	27.5555555555556	25.1111111111111	33.2222222222222	20.8888888888889	31.7777777777778	39.2222222222222	23.3333333333333	33.5555555555556	28	25.1111111111111	29	28
"X10601"	13.1111111111111	1.22222222222222	0.111111111111111	9.55555555555556	11.5555555555556	9	3.66666666666667	15.6666666666667	6.44444444444444	3.22222222222222	7	8
"X10701"	33.3333333333333	17.5555555555556	17.8888888888889	20.8888888888889	27.1111111111111	32.3333333333333	18.1111111111111	39.8888888888889	14.2222222222222	28.1111111111111	25	24
"X10703"	51.2222222222222	43.3333333333333	52.7777777777778	42.4444444444444	55.3333333333333	54	42.4444444444444	50	40.7777777777778	54.6666666666667	49	51
"X10801"	24.6666666666667	17.5555555555556	24.4444444444444	20.4444444444444	31.1111111111111	44.1111111111111	33.3333333333333	35.7777777777778	37.7777777777778	32	30	32
"X10901"	15	0.666666666666667	5.77777777777778	81.8888888888889	55.6666666666667	7.22222222222222	103.222222222222	33.4444444444444	2.88888888888889	48	35	24
"X10902"	12.8888888888889	1.11111111111111	5.22222222222222	75.1111111111111	82.4444444444444	6.77777777777778	142.222222222222	29.5555555555556	1.33333333333333	28.4444444444444	39	21
"X10903"	13.6666666666667	1	0.666666666666667	68.1111111111111	89.2222222222222	5	84.8888888888889	40.4444444444444	0.333333333333333	29.3333333333333	33	22
"X10904"	68.4444444444444	4.33333333333333	3.55555555555556	100.555555555556	141.444444444444	10.1111111111111	26	44.3333333333333	4	35.7777777777778	44	31
"X10911"	13.3333333333333	3.11111111111111	5.77777777777778	3.22222222222222	7.77777777777778	6.66666666666667	10	7.11111111111111	2.77777777777778	11.2222222222222	7	7
"X11001"	30.6666666666667	19.8888888888889	30.2222222222222	15.5555555555556	28.3333333333333	38.1111111111111	29.2222222222222	39.8888888888889	34	31.4444444444444	30	30
"X11101"	34.7777777777778	27	38.5555555555556	28.4444444444444	39.7777777777778	45.1111111111111	24.6666666666667	49.1111111111111	29.4444444444444	39.1111111111111	36	37
"X11201"	35.3333333333333	21.1111111111111	33.7777777777778	20.8888888888889	29.4444444444444	42.1111111111111	32.5555555555556	43.1111111111111	37	35.1111111111111	33	34
"X11301"	29.6666666666667	11.3333333333333	27	14.7777777777778	22.6666666666667	29.7777777777778	20.3333333333333	33.8888888888889	21.5555555555556	27.5555555555556	24	25
"X11401"	31.5555555555556	2.88888888888889	23.1111111111111	12.7777777777778	18.5555555555556	29.5555555555556	16.1111111111111	25	19.6666666666667	25.8888888888889	21	21
"X11501"	13.3333333333333	1.44444444444444	3.88888888888889	4.88888888888889	16.8888888888889	4.33333333333333	65.3333333333333	12.6666666666667	1.66666666666667	23.1111111111111	15	9
"X11502"	14.4444444444444	5	1.44444444444444	5.55555555555556	39.6666666666667	4.55555555555556	61.4444444444444	32.1111111111111	0.333333333333333	8.88888888888889	17	7
"X20001"	41.3333333333333	35.3333333333333	41.5555555555556	36	39.4444444444444	50.2222222222222	32.8888888888889	55.2222222222222	39	43.7777777777778	41	40
"X20002"	41.3333333333333	35.3333333333333	41.5555555555556	36.5555555555556	39.4444444444444	49.7777777777778	32.5555555555556	54.4444444444444	38.7777777777778	43.8888888888889	41	40
"X20003"	41.6666666666667	36.1111111111111	42	36.6666666666667	40	50.8888888888889	32.8888888888889	53.5555555555556	39.6666666666667	45.3333333333333	42	41
"X20004"	41.8888888888889	35.8888888888889	41.7777777777778	35.3333333333333	40.6666666666667	49.1111111111111	31.8888888888889	50.3333333333333	39.1111111111111	46.3333333333333	41	41
"X20005"	41.1111111111111	36.3333333333333	41.3333333333333	34	40.6666666666667	50.1111111111111	30.1111111111111	48.3333333333333	37.4444444444444	49.1111111111111	41	41
"X20006"	41.6666666666667	36.4444444444444	43	34	41	49.7777777777778	30.2222222222222	48	38.4444444444444	49.6666666666667	41	41
"X20007"	47.3333333333333	42.6666666666667	49.4444444444444	36.4444444444444	44.1111111111111	50.3333333333333	33.6666666666667	50.6666666666667	42.5555555555556	46.7777777777778	44	45
